9 of 10 units, , , ,V4e121_00, ,V4e122_00, ,V4e122_01, ,V4e123_00, ,V4e123_01, ,MTe080_00, ,MTe080_01, ,MTe081_00, ,MTe081_02, 
trials,task,color,motion,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample
879,M,7.0,6.0,NaN,NaN,12.187000274658203,3.742000102996826,NaN,NaN,16.576000213623047,4.050000190734863,62.68600082397461,15.770000457763672,0.004000000189989805,64.9800033569336,0.0020000000949949026,41.17599868774414,0.04699999839067459,15.472000122070312,NaN,NaN
880,M,7.0,1.0,NaN,NaN,2.322999954223633,17.277999877929688,NaN,NaN,10.53600025177002,55.80099868774414,14.880999565124512,224.43299865722656,14.493000030517578,73.59100341796875,7.98199987411499,41.374000549316406,8.197999954223633,8.076000213623047,0.0,0.12300000339746475
881,M,5.0,4.0,NaN,NaN,12.682000160217285,0.003000000026077032,NaN,NaN,31.10300064086914,0.06300000101327896,86.40799713134766,0.12399999797344208,0.03500000014901161,63.79999923706055,0.023000000044703484,67.2959976196289,6.5279998779296875,55.763999938964844,NaN,NaN
882,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
883,C,4.0,3.0,NaN,NaN,NaN,NaN,NaN,NaN,22.305999755859375,40.71099853515625,73.18299865722656,57.95199966430664,0.0020000000949949026,4.480999946594238,0.0,8.37399959564209,27.5049991607666,27.910999298095703,NaN,NaN
884,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
885,C,1.0,2.0,NaN,NaN,6.697000026702881,18.875999450683594,NaN,NaN,35.61199951171875,43.74599838256836,90.99800109863281,123.05799865722656,0.0,0.003000000026077032,NaN,NaN,4.205999851226807,65.30999755859375,NaN,NaN
886,C,7.0,1.0,8.947999954223633,19.732999801635742,2.382999897003174,15.803000450134277,3.0199999809265137,7.289000034332275,33.09400177001953,86.33899688720703,106.01899719238281,96.93800354003906,0.0,9.288999557495117,0.0,8.833999633789062,3.367000102996826,17.7450008392334,NaN,NaN
887,M,2.0,6.0,NaN,NaN,0.0,0.04500000178813934,NaN,NaN,0.0020000000949949026,41.340999603271484,0.003000000026077032,99.13400268554688,0.0,6.665999889373779,NaN,NaN,19.533000946044922,13.220999717712402,NaN,NaN
888,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
889,M,4.0,5.0,NaN,NaN,NaN,NaN,NaN,NaN,37.68600082397461,0.0010000000474974513,80.91699981689453,0.004999999888241291,5.622000217437744,96.30799865722656,2.5329999923706055,76.05799865722656,51.70800018310547,89.65699768066406,0.4970000088214874,17.979999542236328
890,C,6.0,7.0,3.5,17.059999465942383,10.008999824523926,13.255000114440918,NaN,NaN,36.37699890136719,63.60499954223633,93.87200164794922,107.51100158691406,0.4480000138282776,31.57200050354004,0.08699999749660492,11.482999801635742,8.887999534606934,7.177000045776367,1.1820000410079956,0.0
891,M,7.0,7.0,NaN,NaN,0.006000000052154064,12.927000045776367,NaN,NaN,0.006000000052154064,53.792999267578125,0.039000000804662704,91.36499786376953,0.07100000232458115,85.50800323486328,0.027000000700354576,82.69000244140625,13.357000350952148,43.507999420166016,NaN,NaN
892,M,4.0,5.0,NaN,NaN,2.1510000228881836,0.0,NaN,NaN,8.295999526977539,0.0,10.82800006866455,0.0,23.91699981689453,96.1259994506836,10.940999984741211,77.23300170898438,56.37300109863281,61.39500045776367,9.437999725341797,28.32200050354004
893,M,5.0,4.0,NaN,NaN,NaN,NaN,NaN,NaN,55.56999969482422,13.83899974822998,89.2490005493164,25.06599998474121,0.9940000176429749,1.6169999837875366,0.6420000195503235,1.718000054359436,2.4089999198913574,14.937999725341797,0.8240000009536743,0.0020000000949949026
894,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
895,C,2.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,0.013000000268220901,60.72700119018555,0.041999999433755875,116.42400360107422,0.0430000014603138,0.6000000238418579,0.013000000268220901,0.9490000009536743,11.121000289916992,4.048999786376953,NaN,NaN
896,C,1.0,7.0,NaN,NaN,15.350000381469727,9.838000297546387,NaN,NaN,30.400999069213867,60.28900146484375,91.04900360107422,99.72000122070312,15.39900016784668,23.82699966430664,8.873000144958496,7.395999908447266,15.958000183105469,16.110000610351562,NaN,NaN
897,C,2.0,7.0,NaN,NaN,NaN,NaN,NaN,NaN,22.142000198364258,28.68199920654297,44.308998107910156,78.2969970703125,0.0,5.464000225067139,0.0,11.208999633789062,16.856000900268555,8.022000312805176,NaN,NaN
898,M,4.0,4.0,NaN,NaN,0.0020000000949949026,11.432000160217285,NaN,NaN,0.0020000000949949026,28.305999755859375,0.004000000189989805,53.15399932861328,0.14499999582767487,76.38400268554688,0.09799999743700027,47.527000427246094,33.88399887084961,83.27200317382812,NaN,NaN
899,M,1.0,7.0,NaN,NaN,0.008999999612569809,3.7760000228881836,NaN,NaN,10.809000015258789,9.470000267028809,20.85099983215332,26.47599983215332,0.12200000137090683,66.75900268554688,0.050999999046325684,44.91600036621094,13.506999969482422,57.42499923706055,0.0020000000949949026,27.785999298095703
900,C,5.0,4.0,NaN,NaN,NaN,NaN,NaN,NaN,2.7190001010894775,54.845001220703125,5.604000091552734,94.55799865722656,0.1340000033378601,51.125999450683594,0.13699999451637268,19.983999252319336,1.4950000047683716,48.891998291015625,NaN,NaN
901,C,1.0,1.0,NaN,NaN,2.375999927520752,1.7740000486373901,NaN,NaN,3.878999948501587,20.895000457763672,9.008999824523926,34.847999572753906,0.08799999952316284,110.07099914550781,0.06400000303983688,81.48300170898438,36.8489990234375,50.87300109863281,NaN,NaN
902,C,7.0,6.0,NaN,NaN,4.817999839782715,13.5600004196167,NaN,NaN,19.80699920654297,75.89800262451172,37.40800094604492,133.73699951171875,11.295000076293945,29.118999481201172,1.9240000247955322,29.475000381469727,9.940999984741211,21.950000762939453,NaN,NaN
903,M,3.0,4.0,NaN,NaN,11.883999824523926,7.00600004196167,NaN,NaN,22.475000381469727,3.3389999866485596,35.4370002746582,6.867000102996826,0.09300000220537186,63.04899978637695,0.0020000000949949026,25.608999252319336,19.13800048828125,76.88099670410156,NaN,NaN
904,M,1.0,1.0,NaN,NaN,0.0010000000474974513,15.210000038146973,NaN,NaN,0.27399998903274536,20.11199951171875,0.08100000023841858,60.86199951171875,2.246000051498413,34.986000061035156,0.02500000037252903,29.729999542236328,20.232999801635742,52.69200134277344,NaN,NaN
905,C,6.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,12.612000465393066,26.041000366210938,44.46799850463867,33.513999938964844,0.041999999433755875,42.82099914550781,0.02500000037252903,44.5260009765625,4.525000095367432,22.035999298095703,NaN,NaN
906,C,2.0,6.0,NaN,NaN,4.284999847412109,14.920999526977539,NaN,NaN,6.563000202178955,63.119998931884766,17.187000274658203,147.0489959716797,0.024000000208616257,22.534000396728516,0.07599999755620956,24.089000701904297,17.466999053955078,8.472999572753906,NaN,NaN
907,C,7.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,16.195999145507812,69.7300033569336,36.4900016784668,156.1739959716797,0.0689999982714653,97.24400329589844,0.01600000075995922,54.16699981689453,22.218000411987305,74.35700225830078,NaN,NaN
908,C,1.0,2.0,NaN,NaN,4.511000156402588,13.638999938964844,NaN,NaN,0.11699999868869781,68.375,0.3400000035762787,116.98200225830078,0.004000000189989805,52.007999420166016,0.003000000026077032,58.23099899291992,14.694000244140625,72.98400115966797,0.004999999888241291,22.031999588012695
909,M,6.0,6.0,NaN,NaN,NaN,NaN,NaN,NaN,7.5980000495910645,29.167999267578125,17.093000411987305,58.749000549316406,23.589000701904297,49.3129997253418,26.135000228881836,28.229000091552734,22.4689998626709,15.803000450134277,NaN,NaN
910,M,6.0,1.0,NaN,NaN,1.1030000448226929,3.5859999656677246,NaN,NaN,0.18700000643730164,46.374000549316406,0.4129999876022339,97.3489990234375,0.0010000000474974513,43.50699996948242,0.0,24.59600067138672,3.5139999389648438,61.78099822998047,NaN,NaN
911,C,3.0,4.0,NaN,NaN,3.328000068664551,19.054000854492188,NaN,NaN,26.316999435424805,29.742000579833984,47.347999572753906,52.12699890136719,0.050999999046325684,0.0,0.026000000536441803,0.013000000268220901,2.3399999141693115,7.943999767303467,NaN,NaN
912,C,7.0,7.0,NaN,NaN,NaN,NaN,NaN,NaN,2.0989999771118164,47.14500045776367,3.6610000133514404,109.5,NaN,NaN,NaN,NaN,6.228000164031982,8.600000381469727,NaN,NaN
913,C,7.0,2.0,NaN,NaN,6.303999900817871,6.318999767303467,NaN,NaN,34.39500045776367,66.07599639892578,101.12999725341797,58.33100128173828,0.006000000052154064,55.42399978637695,0.003000000026077032,40.071998596191406,8.315999984741211,19.136999130249023,0.0,8.689000129699707
914,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
915,C,2.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,28.749000549316406,23.10099983215332,35.6609992980957,72.24400329589844,0.041999999433755875,18.562999725341797,0.019999999552965164,18.68600082397461,6.531000137329102,34.650001525878906,NaN,NaN
916,C,7.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,43.75299835205078,2.865000009536743,141.53900146484375,10.553000450134277,2.315999984741211,74.90799713134766,0.023000000044703484,56.733001708984375,2.305999994277954,43.3129997253418,NaN,NaN
917,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
918,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
919,C,6.0,7.0,NaN,NaN,NaN,NaN,NaN,NaN,21.214000701904297,63.051998138427734,53.02000045776367,66.9990005493164,0.00800000037997961,65.14099884033203,NaN,NaN,0.0010000000474974513,13.130999565124512,NaN,NaN
920,M,2.0,6.0,NaN,NaN,NaN,NaN,5.046000003814697,13.774999618530273,29.700000762939453,5.205999851226807,87.32099914550781,38.22600173950195,37.41600036621094,34.624000549316406,15.293000221252441,24.795000076293945,7.297999858856201,60.18600082397461,0.09200000017881393,35.63600158691406
921,M,7.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,12.616000175476074,0.0010000000474974513,36.46500015258789,0.008999999612569809,0.01600000075995922,75.90599822998047,0.004000000189989805,18.04400062561035,0.028999999165534973,17.183000564575195,NaN,NaN
922,C,7.0,7.0,NaN,NaN,NaN,NaN,NaN,NaN,23.650999069213867,84.73899841308594,52.652000427246094,154.04800415039062,0.0,17.479000091552734,0.004999999888241291,54.624000549316406,2.2669999599456787,10.059000015258789,0.0020000000949949026,7.199999809265137
923,C,6.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,14.70300006866455,70.54399871826172,18.614999771118164,179.95399475097656,0.012000000104308128,74.64600372314453,0.019999999552965164,43.505001068115234,4.414000034332275,44.44200134277344,NaN,NaN
924,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
925,M,7.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,22.791000366210938,13.581999778747559,50.88800048828125,15.984999656677246,0.10100000351667404,104.13800048828125,0.04800000041723251,62.2400016784668,6.466000080108643,77.99199676513672,NaN,NaN
926,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
927,M,6.0,2.0,NaN,NaN,6.328000068664551,0.0010000000474974513,NaN,NaN,6.070000171661377,0.00800000037997961,13.24899959564209,10.803000450134277,7.3429999351501465,40.61000061035156,8.406999588012695,22.610000610351562,30.73699951171875,54.762001037597656,12.484000205993652,26.441999435424805
928,M,6.0,1.0,NaN,NaN,12.6850004196167,6.9079999923706055,NaN,NaN,31.132999420166016,18.826000213623047,67.99299621582031,33.426998138427734,0.006000000052154064,56.61800003051758,0.004999999888241291,65.98400115966797,12.795999526977539,78.81700134277344,NaN,NaN
929,C,2.0,7.0,NaN,NaN,8.63700008392334,7.127999782562256,NaN,NaN,35.358001708984375,32.5989990234375,53.2239990234375,74.06600189208984,0.6150000095367432,79.28700256347656,0.23800000548362732,62.814998626708984,3.9240000247955322,48.51300048828125,NaN,NaN
930,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
931,M,1.0,6.0,NaN,NaN,NaN,NaN,NaN,NaN,39.04399871826172,7.50600004196167,66.79399871826172,25.881999969482422,21.902999877929688,35.70100021362305,7.724999904632568,39.39799880981445,7.836999893188477,16.170000076293945,NaN,NaN
932,C,7.0,6.0,NaN,NaN,NaN,NaN,NaN,NaN,14.984000205993652,73.59100341796875,25.635000228881836,123.64399719238281,0.0,27.231000900268555,2.236999988555908,33.04199981689453,2.252000093460083,23.400999069213867,0.0,0.22699999809265137
933,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
934,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
935,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
936,C,2.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,0.5149999856948853,13.234999656677246,0.6019999980926514,29.143999099731445,NaN,NaN,NaN,NaN,3.0380001068115234,7.223999977111816,NaN,NaN
937,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
938,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
939,C,6.0,1.0,NaN,NaN,7.215000152587891,4.4770002365112305,NaN,NaN,39.73099899291992,0.9829999804496765,50.874000549316406,1.5089999437332153,18.94099998474121,42.37900161743164,15.88599967956543,38.30400085449219,19.37299919128418,41.547000885009766,NaN,NaN
940,M,2.0,7.0,NaN,NaN,NaN,NaN,NaN,NaN,53.84600067138672,0.052000001072883606,87.06199645996094,0.13699999451637268,0.0,35.16600036621094,0.0010000000474974513,17.94700050354004,0.050999999046325684,35.37300109863281,NaN,NaN
941,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
942,M,7.0,7.0,NaN,NaN,8.85200023651123,6.197000026702881,NaN,NaN,40.07699966430664,51.02799987792969,79.54000091552734,93.9229965209961,43.92100143432617,60.35900115966797,0.03999999910593033,33.06399917602539,92.82499694824219,23.195999145507812,0.0,1.5260000228881836
943,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
944,C,1.0,1.0,NaN,NaN,12.206000328063965,7.302000045776367,8.246999740600586,0.06499999761581421,52.52899932861328,15.984000205993652,101.3489990234375,30.26799964904785,0.004999999888241291,60.81800079345703,0.003000000026077032,33.8849983215332,8.611000061035156,57.43600082397461,NaN,NaN
945,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
946,C,7.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,29.92300033569336,72.71600341796875,72.89099884033203,141.49099731445312,14.765999794006348,75.83599853515625,0.0020000000949949026,51.19599914550781,57.41899871826172,50.98500061035156,NaN,NaN
947,M,1.0,6.0,NaN,NaN,4.257999897003174,7.973999977111816,NaN,NaN,21.73900032043457,19.506000518798828,29.261999130249023,17.027000427246094,38.07099914550781,21.219999313354492,10.380000114440918,11.173999786376953,50.63600158691406,57.821998596191406,NaN,NaN
948,C,6.0,6.0,NaN,NaN,NaN,NaN,NaN,NaN,47.2599983215332,53.94599914550781,75.48300170898438,62.891998291015625,0.0010000000474974513,28.69700050354004,0.0010000000474974513,29.554000854492188,4.320000171661377,30.615999221801758,NaN,NaN
949,M,1.0,7.0,NaN,NaN,NaN,NaN,6.452000141143799,0.11900000274181366,10.800999641418457,14.005000114440918,20.860000610351562,13.656999588012695,0.006000000052154064,69.90399932861328,0.006000000052154064,64.3030014038086,2.996000051498413,34.928001403808594,0.020999999716877937,21.591999053955078
950,C,4.0,3.0,NaN,NaN,15.319000244140625,6.52400016784668,NaN,NaN,34.62099838256836,0.12300000339746475,44.17599868774414,3.9079999923706055,10.800999641418457,67.32499694824219,0.257999986410141,34.53300094604492,39.98400115966797,37.236000061035156,NaN,NaN
951,C,1.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,15.35099983215332,18.819000244140625,49.93299865722656,31.558000564575195,0.0,1.7000000476837158,0.0,2.447999954223633,7.789999961853027,14.076000213623047,NaN,NaN
952,C,2.0,6.0,NaN,NaN,NaN,NaN,NaN,NaN,0.5130000114440918,22.8439998626709,2.805999994277954,36.91899871826172,1.3650000095367432,82.26799774169922,0.02199999988079071,36.80799865722656,17.240999221801758,54.03499984741211,NaN,NaN
953,M,2.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,5.4079999923706055,0.0,14.864999771118164,0.004000000189989805,0.004999999888241291,51.46900177001953,0.0020000000949949026,48.67399978637695,2.1410000324249268,67.93199920654297,0.0010000000474974513,16.22599983215332
954,C,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,18.05299949645996,61.03099822998047,43.29199981689453,141.4080047607422,0.0,0.0020000000949949026,NaN,NaN,12.477999687194824,19.336999893188477,NaN,NaN
955,C,2.0,1.0,NaN,NaN,2.2799999713897705,18.8439998626709,NaN,NaN,13.076000213623047,42.53799819946289,42.3129997253418,93.11100006103516,0.023000000044703484,9.994000434875488,0.014000000432133675,21.666000366210938,4.427999973297119,28.774999618530273,NaN,NaN
956,C,4.0,3.0,NaN,NaN,4.697000026702881,14.866000175476074,4.357999801635742,0.12700000405311584,5.763000011444092,56.577999114990234,12.175999641418457,61.20600128173828,0.15700000524520874,75.52300262451172,0.11900000274181366,69.89800262451172,31.249000549316406,22.0939998626709,NaN,NaN
957,M,3.0,4.0,NaN,NaN,NaN,NaN,NaN,NaN,6.2270002365112305,15.979000091552734,24.805999755859375,35.99599838256836,0.006000000052154064,49.630001068115234,0.009999999776482582,26.173999786376953,2.252000093460083,48.790000915527344,NaN,NaN
958,M,2.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,0.2549999952316284,17.482999801635742,1.8919999599456787,19.759000778198242,2.2309999465942383,74.07599639892578,0.006000000052154064,73.6259994506836,8.607000350952148,63.417999267578125,0.041999999433755875,18.466999053955078
959,C,6.0,7.0,NaN,NaN,7.98799991607666,20.027000427246094,20.17099952697754,28.641000747680664,29.670000076293945,21.91200065612793,120.86599731445312,38.70600128173828,1.3890000581741333,126.2770004272461,2.822000026702881,67.56500244140625,8.906000137329102,79.71600341796875,0.032999999821186066,44.470001220703125
960,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
961,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
962,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
963,C,6.0,1.0,NaN,NaN,12.246999740600586,26.35300064086914,NaN,NaN,24.07200050354004,73.91200256347656,36.1870002746582,142.23500061035156,0.003000000026077032,61.611000061035156,0.0010000000474974513,33.1150016784668,25.527999877929688,23.086000442504883,NaN,NaN
964,C,6.0,2.0,NaN,NaN,0.0010000000474974513,27.691999435424805,2.25,7.550000190734863,2.2699999809265137,42.03099822998047,6.723999977111816,65.33300018310547,2.3489999771118164,22.60700035095215,0.0,12.015000343322754,39.124000549316406,80.1709976196289,NaN,NaN
965,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
966,C,1.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,22.14299964904785,25.611000061035156,29.264999389648438,85.3010025024414,0.004000000189989805,34.849998474121094,0.006000000052154064,70.84400177001953,0.0020000000949949026,50.40999984741211,0.0010000000474974513,19.69300079345703
967,M,2.0,6.0,NaN,NaN,2.2699999809265137,0.09099999815225601,NaN,NaN,8.324999809265137,4.436999797821045,6.480999946594238,7.35099983215332,13.394000053405762,0.257999986410141,6.64900016784668,0.11999999731779099,34.2400016784668,15.435999870300293,NaN,NaN
968,M,7.0,2.0,NaN,NaN,0.05900000035762787,8.340999603271484,0.03999999910593033,11.131999969482422,0.0020000000949949026,20.31800079345703,0.003000000026077032,76.76200103759766,3.9059998989105225,55.45600128173828,0.05999999865889549,42.797000885009766,4.547999858856201,13.163999557495117,NaN,NaN
969,C,4.0,4.0,NaN,NaN,NaN,NaN,NaN,NaN,35.525001525878906,13.803000450134277,86.21800231933594,27.452999114990234,0.00800000037997961,65.13899993896484,0.010999999940395355,46.630001068115234,0.04800000041723251,59.4900016784668,NaN,NaN
970,M,1.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,24.66900062561035,33.22200012207031,59.53499984741211,88.10199737548828,6.4720001220703125,111.23899841308594,3.0390000343322754,45.70100021362305,34.54199981689453,43.20100021362305,NaN,NaN
971,M,6.0,7.0,4.531000137329102,0.0020000000949949026,10.359999656677246,0.0010000000474974513,NaN,NaN,18.381000518798828,0.21199999749660492,50.749000549316406,0.09799999743700027,0.028999999165534973,69.41500091552734,0.004000000189989805,42.59700012207031,6.656000137329102,53.948001861572266,NaN,NaN
972,C,7.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,17.062000274658203,74.94499969482422,27.357999801635742,151.7729949951172,0.006000000052154064,50.24399948120117,0.007000000216066837,60.37200164794922,15.767999649047852,6.400000095367432,NaN,NaN
973,C,5.0,4.0,NaN,NaN,NaN,NaN,NaN,NaN,32.14799880981445,63.08399963378906,42.11000061035156,92.09500122070312,4.505000114440918,0.08900000154972076,0.05400000140070915,0.19099999964237213,4.361999988555908,7.453000068664551,NaN,NaN
