27 of 34 units, , , ,V4e044_00, ,V4e044_01, ,V4e046_00, ,V4e046_01, ,V4e047_00, ,V4e047_01, ,V4e047_02, ,V4e047_05, ,V4e047_06, ,V4e048_00, ,V4e048_04, ,V4e048_05, ,V4e048_06, ,V4e052_00, ,V4e052_01, ,V4e053_00, ,V4e054_00, ,V4e055_00, ,V4e057_00, ,MTe040_00, ,MTe042_00, ,MTe049_00, ,MTe049_02, ,MTe050_00, ,MTe050_01, ,MTe051_00, ,MTe051_01, 
trials,task,color,motion,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample
315,C,7,1,47.1479988098145,33.0120010375977,22.0359992980957,11.9359998703003,120.699996948242,108.240997314453,NaN,NaN,231,265.342010498047,28.9720001220703,22.8850002288818,NaN,NaN,NaN,NaN,NaN,NaN,30.2290000915527,40.5449981689453,12.0920000076294,30.2169990539551,NaN,NaN,NaN,NaN,25.4270000457764,111.366996765137,6.75600004196167,7.96700000762939,46.0900001525879,66.9100036621094,24.3740005493164,11.3450002670288,128.38200378418,108.186996459961,79.3639984130859,17.4610004425049,16.1480007171631,15.2360000610352,37.9679985046387,77.2330017089844,68.5780029296875,51.3499984741211,21.0090007781982,4.00500011444092,374.75,512.301025390625,NaN,NaN,79.9260025024414,227.36799621582,2.33899998664856,22.0049991607666
316,C,1,1,24.8250007629395,33.4259986877441,9.46100044250488,33.6809997558594,65.1969985961914,174.639999389648,NaN,NaN,206.636001586914,279.679992675781,30.6009998321533,16.9419994354248,NaN,NaN,NaN,NaN,NaN,NaN,17.867000579834,40.6520004272461,12.4350004196167,28.8250007629395,NaN,NaN,NaN,NaN,47.298999786377,101.311996459961,14.1899995803833,32.9910011291504,62.6510009765625,81.8479995727539,36.0540008544922,41.685001373291,95.370002746582,67.5810012817383,38.765998840332,49.0379981994629,11.371000289917,23.8740005493164,57.2859992980957,53.5139999389648,40.6020011901856,79.1100006103516,0,0,375.669006347656,503.445007324219,NaN,NaN,26.5639991760254,272.109985351562,4.53599977493286,20.2600002288818
317,C,7,2,6.44299983978272,31.2390003204346,5.48999977111816,9.27299976348877,119.698997497559,237.615997314453,NaN,NaN,200.565002441406,208.623992919922,43.5449981689453,12.9359998703003,NaN,NaN,NaN,NaN,NaN,NaN,29.3110008239746,49.4959983825684,32.757999420166,35.7949981689453,NaN,NaN,NaN,NaN,39.9169998168945,93.0289993286133,11.5570001602173,12.1709995269775,64.0960006713867,72.9250030517578,25.1420001983643,23.4080009460449,55.8289985656738,113.693000793457,58.3709983825684,112.96900177002,8.46000003814697,8.85099983215332,55.1839981079102,86.8580017089844,33.4280014038086,207.324005126953,2.27699995040894,50.8289985656738,276.342987060547,424.2080078125,NaN,NaN,95.0490036010742,242.84700012207,2.25200009346008,11.8660001754761
318,M,1,2,6.28499984741211,22.3209991455078,0.148000001907349,3.80999994277954,97.3939971923828,200.17399597168,NaN,NaN,111.924003601074,246.225006103516,0.027000000700355,15.4060001373291,NaN,NaN,NaN,NaN,NaN,NaN,23.4009990692139,71.8560028076172,39.1189994812012,22.8980007171631,NaN,NaN,NaN,NaN,84.0999984741211,150.654006958008,10.9250001907349,46.1759986877441,55.8619995117188,102.730003356934,33.6189994812012,71.3779983520508,82.5559997558594,172.464996337891,44.1870002746582,76.3529968261719,17.4939994812012,14.2910003662109,58.4140014648438,58.2439994812012,37.8059997558594,191.960006713867,0.050999999046326,97.5110015869141,307.618011474609,463.795013427734,NaN,NaN,92.0650024414062,241.429000854492,12.4670000076294,22.4869995117187
319,M,7,2,33.2879981994629,7.6100001335144,4.50500011444092,0.104999996721745,51.5139999389649,268.294006347656,NaN,NaN,105.170997619629,214.483001708984,14.7469997406006,27.5729999542236,NaN,NaN,NaN,NaN,NaN,NaN,14.2720003128052,28.3320007324219,14.8459997177124,23.9340000152588,NaN,NaN,NaN,NaN,72.1600036621094,104.180000305176,13.2790002822876,22.7789993286133,102.142997741699,87.0559997558594,28.2810001373291,10.9350004196167,41.4879989624023,104.153999328613,18.4360008239746,22.9179992675781,15.1759996414185,5.18599987030029,39.1440010070801,73.2129974365234,57.3110008239746,237.302993774414,2.25099992752075,66.3099975585938,332.119995117187,472.52099609375,NaN,NaN,44.9620018005371,256.497985839844,6.48999977111816,17.9160003662109
320,C,2,7,20.9799995422363,24.4759998321533,6.72300004959106,23.875,80.0640029907227,248.49299621582,NaN,NaN,177.197998046875,224.281005859375,26.9120006561279,24.0669994354248,NaN,NaN,NaN,NaN,NaN,NaN,15.210000038147,27.80299949646,27.2399997711182,22.7840003967285,NaN,NaN,NaN,NaN,67.9850006103516,109.093002319336,20.3369998931885,26.9220008850098,41.5769996643066,68.6999969482422,21.0960006713867,50.5060005187988,95.5820007324219,59.5209999084473,67.2969970703125,22.2639999389648,8.68299961090088,12.7340002059937,40.3689994812012,49.2599983215332,40.5200004577637,116.273002624512,NaN,NaN,281.558013916016,398.901000976563,NaN,NaN,63.0859985351563,226.985992431641,0.050000000745058,8.02200031280518
321,M,7,2,25.1770000457764,28.2469997406006,2.26900005340576,3.14000010490417,73.7089996337891,222.725997924805,NaN,NaN,168.688003540039,227.169998168945,33.1640014648437,3.31200003623962,NaN,NaN,NaN,NaN,NaN,NaN,17.2490005493164,49.7000007629395,NaN,NaN,17.8500003814697,11.5699996948242,5.01999998092651,27.0769996643066,69.3949966430664,136.380996704102,15.1700000762939,30.451000213623,55.4379997253418,61.1699981689453,21.1569995880127,18.1660003662109,53.1759986877441,196.498001098633,20.6849994659424,36.2519989013672,17.2220001220703,39.734001159668,48.3919982910156,72.6370010375977,25.0499992370605,205.955993652344,0.081000000238419,36.6209983825684,365.5,465.635986328125,NaN,NaN,63.8919982910156,276.22900390625,0.021999999880791,11.0159997940063
322,C,3,4,45.0130004882813,4.01200008392334,22.9459991455078,10.6300001144409,106.190002441406,253.628997802734,NaN,NaN,195.389999389648,276.180999755859,23.7430000305176,16.8040008544922,NaN,NaN,NaN,NaN,NaN,NaN,24.1749992370605,59.3209991455078,NaN,NaN,14.8859996795654,15.298999786377,0.001000000047497,10.8929996490479,76.3499984741211,149.054992675781,22.511999130249,43.7350006103516,45.6769981384277,77.1119995117188,11.2609996795654,36.7150001525879,58.890998840332,131.15299987793,20.6709995269775,52.1940002441406,2.28699994087219,7.97700023651123,50.5260009765625,50.2379989624023,41.9790000915527,187.576995849609,6.41900014877319,36.4980010986328,296.610992431641,470.523986816406,NaN,NaN,96.5039978027344,326.044006347656,4.53999996185303,28.9540004730225
323,M,4,4,31.6089992523193,21.1790008544922,6.39300012588501,15.1370000839233,114.302001953125,272.06298828125,NaN,NaN,152.938003540039,264.8330078125,23.1469993591309,19.1979999542236,NaN,NaN,NaN,NaN,NaN,NaN,18.2959995269775,57.101001739502,NaN,NaN,17.9080009460449,30.4559993743896,3.85599994659424,17.8619995117187,62.4199981689453,149.070999145508,9.25100040435791,14.298999786377,48.5470008850098,62.7789993286133,25.693000793457,59.0979995727539,66.0410003662109,138.917007446289,30.3500003814697,88.3939971923828,22.1879997253418,4.37900018692017,76.0920028686523,83.870002746582,24.003999710083,238.968002319336,NaN,NaN,338.970001220703,474.118011474609,NaN,NaN,87.1740036010742,271.256988525391,0.0489999987185,17.4500007629395
324,M,7,7,27.6389999389648,80.7789993286133,5.02500009536743,29.136999130249,77.6350021362305,278.127014160156,NaN,NaN,184.54899597168,235.27099609375,24.3610000610352,19.4489994049072,NaN,NaN,NaN,NaN,NaN,NaN,21.67799949646,66.1969985961914,NaN,NaN,10.2959995269775,7.99499988555908,5.59899997711182,20.1380004882812,87.572998046875,130.84700012207,26.3269996643066,19.8299999237061,110.938003540039,96.6240005493164,45.951000213623,52.9189987182617,58.6069984436035,82.9380035400391,25.8330001831055,56.5919990539551,13.2670001983643,10.668999671936,66.2030029296875,51.4519996643066,37.439998626709,156.735992431641,NaN,NaN,423.777008056641,440.023010253906,NaN,NaN,54.3600006103516,159.977996826172,4.3289999961853,8.04300022125244
325,C,2,1,14.6420001983643,36.7669982910156,12.7849998474121,14.6829996109009,132.990997314453,138.160003662109,NaN,NaN,200.186996459961,225.526000976562,34.4669990539551,3.78399991989136,NaN,NaN,NaN,NaN,NaN,NaN,11.6719999313354,48.2400016784668,NaN,NaN,6.89699983596802,22.8390007019043,7.72200012207031,4.00099992752075,38.9059982299805,103.817001342773,10.1569995880127,16.306999206543,54.3810005187988,90.1389999389648,24.5540008544922,47.1959991455078,66.8659973144531,58.6450004577637,51.367000579834,36.9039993286133,7.11700010299683,19.0839996337891,53.101001739502,51.0060005187988,62.7179985046387,90.3929977416992,12.3819999694824,30.7770004272461,289.014007568359,432.700988769531,NaN,NaN,40.7099990844727,253.378997802734,0.024000000208616,31.5690002441406
326,M,6,7,2.58200001716614,74.3000030517578,0.194999992847443,18.3390007019043,100.898002624512,258.769012451172,NaN,NaN,182.947006225586,246.054000854492,17.0160007476807,30.621000289917,NaN,NaN,NaN,NaN,NaN,NaN,17.5659999847412,47.7229995727539,NaN,NaN,30.8770008087158,9.38399982452393,2.29399991035461,7.1729998588562,59.1730003356934,85.4919967651367,2.40700006484985,33.8819999694824,49.4000015258789,81.9940032958984,30.4689998626709,51.0789985656738,56.3050003051758,155.253997802734,29.9449996948242,62.9039993286133,14.1709995269775,25.17799949646,59.1619987487793,63.7109985351563,37.8199996948242,168.917999267578,4.44700002670288,18.4589996337891,358.696014404297,469.716003417969,NaN,NaN,62.351001739502,210.727996826172,2.24300003051758,7.65100002288818
327,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
328,C,4,3,19.6609992980957,49.5309982299805,11.2480001449585,8.03699970245361,112.560997009277,244.621994018555,NaN,NaN,200.416000366211,295.236999511719,36.2169990539551,23.2560005187988,NaN,NaN,NaN,NaN,NaN,NaN,14.746000289917,17.0330009460449,NaN,NaN,12.2600002288818,11.1169996261597,4.36899995803833,18.7479991912842,56.1399993896484,134.863006591797,18.6590003967285,33.2150001525879,58.0989990234375,95.5910034179687,25.681999206543,54.3530006408691,78.4380035400391,127.670997619629,8.09700012207031,25.871000289917,10.4540004730225,4.07800006866455,46.9860000610352,52.2960014343262,14.3859996795654,196.339004516602,2.34599995613098,53.3740005493164,312.433990478516,441.584014892578,NaN,NaN,40.4049987792969,277.858001708984,0.048000000417233,18.3099994659424
329,M,6,2,3.64299988746643,23.9020004272461,2.26399993896484,0.014999999664724,78.495002746582,232.686004638672,NaN,NaN,174.998001098633,267.402008056641,8.3459997177124,36.1240005493164,NaN,NaN,NaN,NaN,NaN,NaN,10.3599996566772,43.5859985351563,NaN,NaN,16.0370006561279,12.4420003890991,4.39599990844727,11.0620002746582,110.325996398926,101.805000305176,26.1809997558594,13.0869998931885,138.29899597168,74.6510009765625,66.4329986572266,32.3330001831055,52.9799995422363,106.208000183105,29.4440002441406,42.242000579834,21.9139995574951,28.2059993743896,56.9539985656738,62.8940010070801,52.7569999694824,166.457992553711,2.38599991798401,54.4690017700195,441.053009033203,429.851989746094,NaN,NaN,83.4229965209961,259.714996337891,9.43599987030029,14.5270004272461
330,C,5,4,11.960000038147,42.3440017700195,0.367000013589859,19.7029991149902,74.8190002441406,276.575012207031,NaN,NaN,148.389999389648,281.260009765625,33.8650016784668,13.3629999160767,NaN,NaN,NaN,NaN,NaN,NaN,20.3570003509521,50.3919982910156,NaN,NaN,14.7799997329712,18.0319995880127,7.23600006103516,16.3129997253418,58.5740013122559,112.46199798584,6.4060001373291,19.1770000457764,47.601001739502,77.5329971313477,7.48299980163574,34.1259994506836,71.1009979248047,138.326995849609,40.4039993286133,36.814998626709,13.0200004577637,5.57299995422363,61.7620010375977,47.8079986572266,30.1189994812012,178.388000488281,0.052000001072884,46.8079986572266,325.798004150391,470.492004394531,NaN,NaN,72.0429992675781,319.989990234375,8.41499996185303,24.8770008087158
331,C,7,7,35.9109992980957,45.7879981994629,32.0019989013672,7.2480001449585,111.175003051758,292.078002929687,NaN,NaN,209.960006713867,180.718002319336,25.1159992218018,25.0459995269775,NaN,NaN,NaN,NaN,NaN,NaN,36.6710014343262,57.6030006408691,NaN,NaN,13.2299995422363,5.56799983978272,10.2170000076294,11.1520004272461,86.0339965820313,68.5479965209961,15.0909996032715,15.0979995727539,50.6679992675781,48.9129981994629,17.8770008087158,10.8100004196167,109.050003051758,59.1660003662109,75.1320037841797,11.1040000915527,20.3379993438721,0.052999999374151,28.0100002288818,64.3850021362305,73.8820037841797,165.636993408203,4.22200012207031,14.9340000152588,363.273986816406,447.227996826172,NaN,NaN,87.4069976806641,233.582000732422,NaN,NaN
332,M,2,2,14.8339996337891,40.7220001220703,10.4440002441406,7.50899982452393,89.2720031738281,220.759994506836,NaN,NaN,166.154006958008,219.554992675781,35,15.2130002975464,NaN,NaN,NaN,NaN,NaN,NaN,41.101001739502,27.6860008239746,NaN,NaN,12.2519998550415,13.0159997940063,NaN,NaN,97.4990005493164,98.7850036621094,12.3249998092651,13.6619997024536,110.958999633789,58.3339996337891,49.0099983215332,27.628999710083,88.984001159668,154.309005737305,63.568000793457,28.4899997711182,20.0300006866455,7.78399991989136,46.8330001831055,50.984001159668,51.0180015563965,216.945999145508,0.039000000804663,75.1240005493164,465.885986328125,458.002014160156,NaN,NaN,43.560001373291,249.182998657227,2.56100010871887,10.4739999771118
333,M,6,1,22.3400001525879,17.7719993591309,8.57499980926514,4.09999990463257,121.24299621582,190.289993286133,NaN,NaN,141.64599609375,225.065994262695,2.28900003433228,7.77400016784668,NaN,NaN,NaN,NaN,NaN,NaN,24.806999206543,42.2369995117188,NaN,NaN,18.0990009307861,14.6660003662109,14.8620004653931,4.44799995422363,93.5899963378906,55.8950004577637,42.2649993896484,9.80399990081787,101.13500213623,65.6839981079102,66.3040008544922,29.9650001525879,88.4540023803711,70.5530014038086,10.8500003814697,49.2480010986328,23.3610000610352,13.2869997024536,58.4490013122559,35.9819984436035,48.8660011291504,129.188003540039,0.018999999389052,11.2349996566772,310.377990722656,477.200012207031,NaN,NaN,97.2900009155273,220.505996704102,11.7419996261597,30.5289993286133
334,M,1,6,51.0929985046387,7.96500015258789,33.0180015563965,8.41100025177002,38.568000793457,332.329010009766,NaN,NaN,142.115005493164,219.363998413086,24.4839992523193,27.7849998474121,NaN,NaN,NaN,NaN,NaN,NaN,9.28600025177002,58.5970001220703,NaN,NaN,14.375,21.3540000915527,4.16400003433228,21.25,109.768997192383,96.4800033569336,33.3880004882812,22.1359996795654,115.278999328613,42.4589996337891,43.2350006103516,5.56400012969971,79.1269989013672,76.1029968261719,16.5049991607666,26.4939994812012,22.7639999389648,0.136000007390976,51.0950012207031,23.3859996795654,35.9959983825684,253.285995483398,0.061000000685454,42.2849998474121,369.332000732422,415.412994384766,NaN,NaN,48.9379997253418,229.440994262695,2.27099990844727,7.52600002288818
335,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
336,C,6,1,4.39099979400635,20.7660007476807,6.78200006484985,0.001000000047497,67.4720001220703,178.656005859375,NaN,NaN,153.554000854492,256.714996337891,24.6450004577637,12.0959997177124,NaN,NaN,NaN,NaN,NaN,NaN,8.15799999237061,50.8289985656738,NaN,NaN,6.34999990463257,15.6180000305176,13.2239999771118,13.1579999923706,61.5130004882812,78.5690002441406,18.7299995422363,11.8479995727539,106.069999694824,69.4400024414063,39.8240013122559,6.8899998664856,67.7509994506836,52.1139984130859,17.923999786377,18.5279998779297,7.88700008392334,9.39700031280518,38.773998260498,55.9099998474121,26.8980007171631,58.1489982604981,NaN,NaN,269.278991699219,493.153991699219,NaN,NaN,8.52099990844727,210.973999023438,2.26999998092651,36.8250007629395
337,C,4,5,27.7590007781982,63.4710006713867,0.059999998658896,22.2639999389648,116.110000610352,241.279998779297,NaN,NaN,227.052001953125,227.483993530273,39.9360008239746,17.4580001831055,NaN,NaN,NaN,NaN,NaN,NaN,22.2080001831055,58.9990005493164,NaN,NaN,14.7200002670288,10.3979997634888,19.4899997711182,20.9340000152588,24.5109996795654,144.17399597168,11.2799997329712,15.3529996871948,48.0349998474121,61.7509994506836,3.96700000762939,47.9980010986328,123.859001159668,139.716995239258,93.7750015258789,49.5050010681152,10.1840000152588,22.6350002288818,72.5449981689453,75.2870025634766,55.5289993286133,199.024002075195,2.34500002861023,33.1469993591309,323.723999023438,470.618011474609,NaN,NaN,116.587997436523,273.832000732422,14.2740001678467,24.9899997711182
338,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
339,C,4,3,18.8169994354248,13.5059995651245,4.3270001411438,18.2709999084473,125.81600189209,297.230987548828,NaN,NaN,184.041000366211,254.764007568359,31.3969993591309,34.6419982910156,NaN,NaN,NaN,NaN,NaN,NaN,8.15799999237061,57.3370018005371,NaN,NaN,25.1800003051758,18.2189998626709,12.1389999389648,9.14400005340576,99.3570022583008,140.992004394531,11.5159997940063,22.7390003204346,61.3810005187988,69.1650009155273,11.83899974823,66.984001159668,55.9010009765625,83.2320022583008,46.0499992370606,29.2089996337891,10.3599996566772,15.9049997329712,77.568000793457,71.9860000610352,51.0169982910156,191.535995483398,10.5459995269775,47.2669982910156,352.470001220703,463.639007568359,NaN,NaN,81.7490005493164,330.393005371094,0.063000001013279,27.5820007324219
340,C,5,4,50.273998260498,41.5620002746582,25.3659992218018,1.17499995231628,85.2399978637695,281.920013427734,NaN,NaN,201.432998657227,204.001998901367,86.2740020751953,28.3279991149902,NaN,NaN,NaN,NaN,NaN,NaN,22.2590007781982,67.2580032348633,NaN,NaN,13.4589996337891,18.5890007019043,NaN,NaN,41.2910003662109,92.8560028076172,19.7730007171631,20.8740005493164,45.5139999389648,76.7320022583008,27.7849998474121,39.4650001525879,59.2000007629395,105.432998657227,21.2080001831055,55.4000015258789,15.8249998092651,7.14300012588501,53.1529998779297,99.7539978027344,25.4479999542236,240.046997070313,NaN,NaN,277.830993652344,444.709014892578,NaN,NaN,45.2760009765625,298.778991699219,NaN,NaN
341,M,4,3,28.511999130249,21.3910007476807,7.58099985122681,2.09100008010864,83.6959991455078,290.084991455078,NaN,NaN,178.356002807617,260.953002929687,19.8449993133545,29.2520008087158,NaN,NaN,NaN,NaN,NaN,NaN,15.0979995727539,44.423999786377,NaN,NaN,13.1540002822876,21.5370006561279,11.0670003890991,1.69000005722046,83.8109970092773,103.206001281738,20.1030006408691,23.2530002593994,94.0329971313477,74.4850006103516,75.890998840332,30.0030002593994,50.6800003051758,83.3219985961914,18.4519996643066,68.0179977416992,15.8549995422363,11.8050003051758,54.1380004882813,71.4879989624023,37.1809997558594,197.177001953125,NaN,NaN,232.529006958008,416.787994384766,NaN,NaN,29.4139995574951,293.391998291016,0.671000003814697,26.6849994659424
342,M,6,6,61.9589996337891,29.3159999847412,22.7779998779297,10.4479999542236,139.065002441406,349.677001953125,NaN,NaN,166.496002197266,201.807006835937,15.4259996414185,4.05900001525879,NaN,NaN,NaN,NaN,NaN,NaN,30.9540004730225,71.734001159668,NaN,NaN,30.57200050354,14.9329996109009,6.76300001144409,28.4570007324219,76.5589981079102,85.7720031738281,16.5499992370605,16.6790008544922,82.8730010986328,45.3009986877441,40.689998626709,10.9289999008179,88.8460006713867,86.7880020141602,69.9160003662109,8.54899978637695,27.6889991760254,18.3110008239746,61.181999206543,48.6769981384277,67.3949966430664,203.557998657227,0.048000000417233,29.4979991912842,419.325988769531,411.877014160156,NaN,NaN,136.29899597168,270.901000976562,8.02799987792969,21.882999420166
343,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
344,C,1,7,59.375,88.2699966430664,44.4780006408691,16.1049995422363,109.96900177002,314.255004882812,NaN,NaN,161.505004882813,226.184005737305,31.4810009002686,26.2049999237061,NaN,NaN,NaN,NaN,NaN,NaN,23.6259994506836,43.685001373291,NaN,NaN,14.3760004043579,5.89200019836426,5.24399995803833,9.82199954986572,85.5859985351563,126.561996459961,47.2750015258789,73.1380004882813,90.4800033569336,103.956001281738,55.6769981384277,65.4759979248047,96.0660018920899,136.600006103516,16.3640003204346,11.6129999160767,9.08300018310547,20.996000289917,53.5110015869141,24.3460006713867,30.6000003814697,168.658996582031,NaN,NaN,272.820007324219,465.074005126953,NaN,NaN,70.8710021972656,277.997009277344,1.15699994564056,16.7229995727539
