26 of 43 units, , , ,V4e106_00, ,V4e106_05, ,V4e106_06, ,V4e107_00, ,V4e108_00, ,V4e109_00, ,V4e109_01, ,V4e110_00, ,V4e110_03, ,V4e111_00, ,V4e111_01, ,V4e118_00, ,V4e118_01, ,V4e119_00, ,V4e120_00, ,V4e120_01, ,V4e120_02, ,V4e120_04, ,V4e121_00, ,V4e122_00, ,V4e122_03, ,V4e123_00, ,MTe099_00, ,MTe101_00, ,MTe104_00, ,MTe105_00, 
trials,task,color,motion,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample,cue,sample
41,M,1.0,1.0,104.05400085449219,143.17300415039062,19.69700050354004,0.0,NaN,NaN,16.448999404907227,24.8439998626709,9.12399959564209,12.890999794006348,32.09700012207031,50.308998107910156,12.013999938964844,48.21099853515625,108.06800079345703,145.91099548339844,14.897000312805176,7.5,32.49399948120117,63.1619987487793,NaN,NaN,NaN,NaN,NaN,NaN,36.332000732421875,42.215999603271484,13.107000350952148,15.725000381469727,33.04499816894531,16.222000122070312,27.259000778198242,10.23900032043457,NaN,NaN,NaN,NaN,39.672000885009766,35.73699951171875,14.194000244140625,14.090999603271484,17.863000869750977,5.191999912261963,NaN,NaN,NaN,NaN,NaN,NaN,19.80699920654297,24.312999725341797
42,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
43,M,7.0,2.0,107.30699920654297,42.93000030517578,NaN,NaN,NaN,NaN,14.258999824523926,0.8299999833106995,11.838000297546387,24.44700050354004,27.843000411987305,61.76499938964844,0.8569999933242798,48.49300003051758,34.819000244140625,59.9630012512207,0.02199999988079071,14.392000198364258,21.8799991607666,10.880999565124512,NaN,NaN,NaN,NaN,NaN,NaN,29.795000076293945,42.61199951171875,17.834999084472656,22.924999237060547,6.677000045776367,2.940000057220459,13.170999526977539,18.849000930786133,NaN,NaN,NaN,NaN,33.88999938964844,37.930999755859375,10.932999610900879,0.35600000619888306,8.177000045776367,14.35200023651123,NaN,NaN,NaN,NaN,NaN,NaN,18.84000015258789,20.756999969482422
44,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
45,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
46,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
47,C,1.0,6.0,75.80500030517578,53.97200012207031,0.0,0.0,NaN,NaN,17.43000030517578,6.994999885559082,9.543999671936035,11.46399974822998,60.27299880981445,43.492000579833984,10.791999816894531,37.582000732421875,110.18199920654297,126.6719970703125,10.298999786376953,4.002999782562256,54.051998138427734,35.7239990234375,NaN,NaN,NaN,NaN,NaN,NaN,35.83700180053711,45.22600173950195,26.488000869750977,22.365999221801758,30.70599937438965,23.19300079345703,14.621999740600586,12.961000442504883,NaN,NaN,NaN,NaN,38.0629997253418,40.0989990234375,16.768999099731445,18.343000411987305,13.590999603271484,7.636000156402588,NaN,NaN,NaN,NaN,NaN,NaN,11.088000297546387,15.76200008392334
48,C,6.0,7.0,81.02300262451172,124.14399719238281,NaN,NaN,NaN,NaN,12.465999603271484,16.091999053955078,6.629000186920166,31.069000244140625,58.36600112915039,39.55099868774414,6.875,24.65399932861328,112.7490005493164,123.07499694824219,10.52400016784668,3.135999917984009,13.017999649047852,53.856998443603516,NaN,NaN,NaN,NaN,NaN,NaN,34.67499923706055,35.797000885009766,12.503999710083008,34.39699935913086,31.150999069213867,22.761999130249023,11.380999565124512,23.308000564575195,NaN,NaN,NaN,NaN,30.902999877929688,28.96299934387207,12.86400032043457,7.349999904632568,6.474999904632568,11.09000015258789,NaN,NaN,NaN,NaN,NaN,NaN,16.40399932861328,29.77899932861328
49,C,2.0,7.0,50.14699935913086,126.9489974975586,NaN,NaN,NaN,NaN,9.97599983215332,13.164999961853027,12.428999900817871,11.006999969482422,35.82600021362305,37.334999084472656,8.982999801635742,21.854999542236328,94.23400115966797,133.2790069580078,8.256999969482422,4.052000045776367,17.606000900268555,23.430999755859375,NaN,NaN,NaN,NaN,NaN,NaN,4.39900016784668,48.858001708984375,21.722999572753906,7.165999889373779,32.67399978637695,26.593000411987305,18.034000396728516,19.288000106811523,NaN,NaN,NaN,NaN,26.367000579833984,32.832000732421875,12.505999565124512,15.973999977111816,12.946000099182129,4.0329999923706055,NaN,NaN,NaN,NaN,NaN,NaN,17.825000762939453,21.55500030517578
50,M,2.0,6.0,87.10700225830078,66.63700103759766,10.064000129699707,0.0,NaN,NaN,19.95199966430664,11.534000396728516,12.329000473022461,11.109999656677246,57.6349983215332,47.845001220703125,3.9119999408721924,25.082000732421875,83.11199951171875,131.39199829101562,5.613999843597412,12.567000389099121,47.637001037597656,49.43299865722656,NaN,NaN,NaN,NaN,NaN,NaN,31.990999221801758,36.21200180053711,10.51099967956543,4.02400016784668,32.61199951171875,39.869998931884766,20.905000686645508,14.182999610900879,NaN,NaN,NaN,NaN,31.288999557495117,40.479000091552734,13.836999893188477,9.718999862670898,12.687000274658203,4.109000205993652,NaN,NaN,NaN,NaN,NaN,NaN,10.586000442504883,31.927000045776367
51,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,M,7.0,7.0,65.93000030517578,75.27400207519531,NaN,NaN,NaN,NaN,14.434000015258789,20.292999267578125,17.670000076293945,21.09600067138672,42.810001373291016,55.18600082397461,15.375,24.433000564575195,106.58999633789062,111.44000244140625,18.93400001525879,6.401000022888184,27.451000213623047,21.965999603271484,NaN,NaN,NaN,NaN,NaN,NaN,31.111000061035156,55.150001525878906,27.910999298095703,18.340999603271484,30.058000564575195,25.20400047302246,NaN,NaN,NaN,NaN,NaN,NaN,24.55500030517578,40.564998626708984,14.75,13.45199966430664,13.725000381469727,9.638999938964844,NaN,NaN,NaN,NaN,NaN,NaN,23.149999618530273,19.770000457763672
54,M,1.0,7.0,128.07400512695312,116.43900299072266,13.38700008392334,0.0,NaN,NaN,12.034000396728516,34.46699905395508,20.07200050354004,22.702999114990234,54.5359992980957,80.16200256347656,2.253999948501587,15.63700008392334,91.89600372314453,117.87699890136719,2.242000102996826,0.04500000178813934,33.512001037597656,82.5479965209961,NaN,NaN,NaN,NaN,NaN,NaN,29.57900047302246,40.01900100708008,23.527999877929688,28.093000411987305,40.37200164794922,24.913000106811523,3.5369999408721924,34.553001403808594,NaN,NaN,NaN,NaN,26.83099937438965,35.96900177001953,14.609000205993652,3.3480000495910645,6.427000045776367,7.4070000648498535,NaN,NaN,NaN,NaN,NaN,NaN,18.641000747680664,21.677000045776367
55,M,2.0,2.0,106.41500091552734,126.59200286865234,22.219999313354492,4.205999851226807,NaN,NaN,27.569000244140625,31.965999603271484,12.807000160217285,23.23200035095215,49.27799987792969,54.797000885009766,16.18600082397461,32.707000732421875,140.6510009765625,146.156005859375,22.290000915527344,5.070000171661377,39.625999450683594,59.582000732421875,NaN,NaN,NaN,NaN,NaN,NaN,34.702999114990234,43.41400146484375,25.624000549316406,20.864999771118164,37.777000427246094,33.73500061035156,27.79199981689453,8.378999710083008,NaN,NaN,NaN,NaN,38.33399963378906,23.451000213623047,21.423999786376953,20.030000686645508,12.65999984741211,15.802000045776367,NaN,NaN,NaN,NaN,NaN,NaN,20.033000946044922,20.176000595092773
56,M,6.0,2.0,77.06900024414062,77.47100067138672,0.032999999821186066,4.000999927520752,NaN,NaN,22.235000610351562,10.687000274658203,12.413999557495117,17.937000274658203,43.75600051879883,46.61000061035156,12.670999526977539,31.768999099731445,108.27300262451172,89.40799713134766,8.986000061035156,0.17100000381469727,33.95000076293945,13.420999526977539,NaN,NaN,NaN,NaN,NaN,NaN,32.78300094604492,41.33599853515625,28.96500015258789,20.617000579833984,24.538999557495117,25.820999145507812,23.92099952697754,15.904000282287598,NaN,NaN,NaN,NaN,29.579999923706055,31.607999801635742,12.550000190734863,9.33899974822998,12.140000343322754,11.928000450134277,NaN,NaN,NaN,NaN,NaN,NaN,16.266000747680664,20.923999786376953
57,C,2.0,1.0,91.6259994506836,127.93599700927734,27.52899932861328,43.03300094604492,NaN,NaN,24.194000244140625,32.80699920654297,8.595000267028809,7.841000080108643,58.250999450683594,77.95899963378906,10.640999794006348,20.61400032043457,174.1580047607422,112.8270034790039,21.489999771118164,18.88800048828125,46.03799819946289,53.74399948120117,NaN,NaN,NaN,NaN,NaN,NaN,40.28799819946289,42.494998931884766,28.077999114990234,14.63700008392334,29.417999267578125,36.96099853515625,16.0,38.18199920654297,NaN,NaN,NaN,NaN,43.638999938964844,27.725000381469727,12.270000457763672,10.779000282287598,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.788000106811523,8.67199993133545
58,M,4.0,3.0,64.09500122070312,90.36100006103516,0.27000001072883606,0.0,NaN,NaN,23.461000442504883,1.8700000047683716,18.53499984741211,10.220999717712402,48.474998474121094,66.65599822998047,16.483999252319336,33.84299850463867,118.15499877929688,140.26199340820312,12.149999618530273,7.561999797821045,31.924999237060547,0.25699999928474426,NaN,NaN,NaN,NaN,NaN,NaN,31.572999954223633,26.674999237060547,17.68000030517578,17.141000747680664,26.424999237060547,26.861000061035156,12.211999893188477,32.07699966430664,NaN,NaN,NaN,NaN,41.45000076293945,30.90399932861328,14.027000427246094,5.195000171661377,6.817999839782715,9.192000389099121,NaN,NaN,NaN,NaN,NaN,NaN,28.944000244140625,19.266000747680664
59,C,2.0,7.0,121.71399688720703,122.77400207519531,28.667999267578125,4.013000011444092,NaN,NaN,29.945999145507812,7.624000072479248,19.197999954223633,27.461000442504883,102.2030029296875,67.13700103759766,2.5439999103546143,34.73400115966797,144.35299682617188,127.09300231933594,24.395999908447266,4.809999942779541,83.52899932861328,55.84700012207031,NaN,NaN,NaN,NaN,NaN,NaN,35.12099838256836,34.74599838256836,18.993999481201172,23.249000549316406,33.59299850463867,26.19499969482422,14.541999816894531,18.809999465942383,NaN,NaN,NaN,NaN,29.628000259399414,23.716999053955078,17.29800033569336,8.4350004196167,18.299999237060547,11.319999694824219,NaN,NaN,NaN,NaN,NaN,NaN,18.677000045776367,12.164999961853027
60,M,2.0,1.0,106.89099884033203,148.85899353027344,17.416000366210938,0.27799999713897705,NaN,NaN,8.420999526977539,22.457000732421875,20.04599952697754,23.084999084472656,53.349998474121094,59.04199981689453,4.565999984741211,15.579000473022461,76.08200073242188,87.81300354003906,2.2699999809265137,0.8389999866485596,25.863000869750977,27.052000045776367,NaN,NaN,NaN,NaN,NaN,NaN,21.996999740600586,35.625,24.256999969482422,15.064000129699707,23.62299919128418,25.983999252319336,18.697999954223633,12.026000022888184,NaN,NaN,NaN,NaN,37.53799819946289,20.95800018310547,10.52400016784668,3.115999937057495,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23.51300048828125,12.142000198364258
61,C,1.0,7.0,127.13099670410156,131.87600708007812,0.006000000052154064,35.67499923706055,NaN,NaN,17.288999557495117,37.3650016784668,18.195999145507812,34.19599914550781,53.641998291015625,71.60600280761719,9.282999992370605,37.595001220703125,161.03700256347656,122.9469985961914,12.324000358581543,0.03500000014901161,25.009000778198242,73.21499633789062,NaN,NaN,NaN,NaN,NaN,NaN,17.898000717163086,45.32699966430664,15.730999946594238,14.45199966430664,33.470001220703125,23.106000900268555,20.15999984741211,21.905000686645508,NaN,NaN,NaN,NaN,30.520999908447266,27.94499969482422,17.059999465942383,19.201000213623047,21.08099937438965,4.114999771118164,NaN,NaN,NaN,NaN,NaN,NaN,16.031999588012695,18.923999786376953
62,C,2.0,2.0,68.6520004272461,105.43000030517578,0.0,0.0,NaN,NaN,14.600000381469727,20.847000122070312,12.368000030517578,54.46799850463867,26.631999969482422,61.145999908447266,15.753999710083008,24.868999481201172,145.67599487304688,111.98400115966797,30.097999572753906,33.70100021362305,21.41699981689453,59.354000091552734,NaN,NaN,NaN,NaN,NaN,NaN,33.446998596191406,49.874000549316406,17.788000106811523,13.416999816894531,31.079999923706055,33.659000396728516,25.160999298095703,25.06599998474121,NaN,NaN,NaN,NaN,40.06999969482422,33.4379997253418,18.93400001525879,4.376999855041504,17.20800018310547,18.638999938964844,NaN,NaN,NaN,NaN,NaN,NaN,17.68600082397461,20.145000457763672
63,M,1.0,2.0,61.768001556396484,132.00100708007812,NaN,NaN,NaN,NaN,9.741000175476074,20.552000045776367,10.996999740600586,29.18600082397461,63.84600067138672,55.22100067138672,37.92900085449219,39.75699996948242,158.03700256347656,139.68499755859375,5.250999927520752,4.001999855041504,38.952999114990234,60.58399963378906,NaN,NaN,NaN,NaN,NaN,NaN,33.05699920654297,38.52199935913086,15.937000274658203,28.410999298095703,35.46900177001953,37.4109992980957,24.68600082397461,23.23200035095215,NaN,NaN,NaN,NaN,44.84199905395508,45.0359992980957,16.981000900268555,17.833999633789062,13.779999732971191,12.826000213623047,NaN,NaN,NaN,NaN,NaN,NaN,16.368999481201172,22.90999984741211
64,C,7.0,7.0,94.33100128173828,121.66699981689453,26.93199920654297,0.026000000536441803,NaN,NaN,10.161999702453613,11.63599967956543,18.93199920654297,18.493000030517578,38.81100082397461,59.86899948120117,4.491000175476074,14.687999725341797,127.43599700927734,97.83699798583984,16.667999267578125,33.73500061035156,23.3700008392334,53.12300109863281,NaN,NaN,NaN,NaN,NaN,NaN,36.882999420166016,39.915000915527344,22.551000595092773,8.00100040435791,28.315000534057617,35.70800018310547,24.010000228881836,4.019000053405762,NaN,NaN,NaN,NaN,38.92100143432617,46.4109992980957,18.093000411987305,14.246999740600586,16.104999542236328,10.498000144958496,NaN,NaN,NaN,NaN,NaN,NaN,14.21500015258789,14.769000053405762
65,C,6.0,7.0,54.26900100708008,140.21299743652344,0.003000000026077032,0.0,NaN,NaN,15.024999618530273,26.742000579833984,10.154999732971191,20.81599998474121,60.854000091552734,79.93499755859375,9.432999610900879,6.061999797821045,141.48300170898438,110.37200164794922,6.640999794006348,14.562999725341797,56.12799835205078,18.63800048828125,NaN,NaN,NaN,NaN,NaN,NaN,27.819000244140625,44.770999908447266,20.08799934387207,20.295000076293945,31.91699981689453,31.107999801635742,14.253999710083008,0.0010000000474974513,NaN,NaN,NaN,NaN,28.402999877929688,51.584999084472656,12.711000442504883,10.96399974822998,10.359000205993652,7.300000190734863,NaN,NaN,NaN,NaN,NaN,NaN,13.012999534606934,23.1299991607666
66,M,7.0,6.0,101.46800231933594,44.86199951171875,0.0,0.0,NaN,NaN,9.958000183105469,15.234999656677246,14.871999740600586,8.104000091552734,67.11499786376953,69.62899780273438,39.375,38.86800003051758,134.60499572753906,99.68499755859375,2.296999931335449,8.168000221252441,28.326000213623047,50.80799865722656,NaN,NaN,NaN,NaN,NaN,NaN,34.33300018310547,43.36399841308594,28.856000900268555,11.618000030517578,26.405000686645508,29.83799934387207,18.371999740600586,23.70800018310547,NaN,NaN,NaN,NaN,37.869998931884766,30.15999984741211,18.655000686645508,14.527000427246094,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.85099983215332,7.796000003814697
67,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
68,M,1.0,2.0,97.2699966430664,169.7550048828125,0.0,12.210000038146973,NaN,NaN,23.628000259399414,37.0890007019043,22.13800048828125,21.447999954223633,69.43199920654297,47.915000915527344,0.014000000432133675,25.54199981689453,105.66100311279297,96.39800262451172,6.73199987411499,15.951000213623047,19.910999298095703,53.33599853515625,NaN,NaN,NaN,NaN,NaN,NaN,41.15999984741211,48.58399963378906,22.975000381469727,17.905000686645508,34.922000885009766,27.658000946044922,26.198999404907227,37.027000427246094,NaN,NaN,8.454999923706055,7.781000137329102,38.95399856567383,38.69900131225586,15.878000259399414,7.3420000076293945,18.268999099731445,29.211000442504883,NaN,NaN,NaN,NaN,NaN,NaN,12.581000328063965,7.576000213623047
69,M,2.0,2.0,85.13099670410156,107.73300170898438,NaN,NaN,NaN,NaN,NaN,NaN,12.781000137329102,11.206000328063965,52.35300064086914,66.05000305175781,0.0689999982714653,26.006000518798828,69.4800033569336,114.5260009765625,0.0,0.004999999888241291,38.02799987792969,27.405000686645508,NaN,NaN,NaN,NaN,NaN,NaN,0.04600000008940697,37.12300109863281,17.722999572753906,21.736000061035156,32.85100173950195,39.87699890136719,12.217000007629395,18.3700008392334,NaN,NaN,NaN,NaN,29.628999710083008,62.70500183105469,10.01099967956543,17.70599937438965,12.54800033569336,9.621999740600586,NaN,NaN,NaN,NaN,NaN,NaN,10.432999610900879,14.300999641418457
70,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
71,C,6.0,2.0,41.04999923706055,44.61600112915039,NaN,NaN,NaN,NaN,8.376999855041504,7.940999984741211,16.232999801635742,15.329999923706055,38.172000885009766,40.369998931884766,11.446000099182129,42.49599838256836,127.83200073242188,142.69700622558594,14.276000022888184,11.345000267028809,10.477999687194824,21.19499969482422,NaN,NaN,NaN,NaN,NaN,NaN,20.97599983215332,37.9109992980957,21.43199920654297,30.18000030517578,28.94499969482422,23.617000579833984,17.749000549316406,19.97599983215332,NaN,NaN,NaN,NaN,44.15800094604492,28.211000442504883,12.364999771118164,8.036999702453613,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.366000175476074,17.267000198364258
72,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
73,M,7.0,7.0,83.5479965209961,121.0780029296875,22.329999923706055,3.7079999446868896,NaN,NaN,12.029000282287598,19.368999481201172,16.381000518798828,21.753000259399414,30.444000244140625,61.71500015258789,4.2170000076293945,33.07500076293945,86.78399658203125,88.46900177001953,5.4629998207092285,12.013999938964844,18.402000427246094,22.334999084472656,NaN,NaN,NaN,NaN,NaN,NaN,34.04199981689453,44.680999755859375,18.225000381469727,16.06999969482422,32.382999420166016,27.295000076293945,9.192000389099121,23.52400016784668,NaN,NaN,NaN,NaN,29.969999313354492,34.112998962402344,9.85099983215332,10.732999801635742,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.557999610900879,25.472000122070312
74,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
75,M,1.0,6.0,68.13800048828125,100.16999816894531,NaN,NaN,NaN,NaN,30.051000595092773,40.25600051879883,8.335000038146973,17.659000396728516,70.75700378417969,106.49299621582031,27.483999252319336,57.62799835205078,188.80499267578125,129.11700439453125,28.184999465942383,18.667999267578125,30.356000900268555,44.37099838256836,NaN,NaN,NaN,NaN,NaN,NaN,33.30799865722656,35.15800094604492,16.47100067138672,16.288999557495117,39.590999603271484,28.66200065612793,28.799999237060547,14.6899995803833,NaN,NaN,NaN,NaN,63.7760009765625,36.22999954223633,23.033000946044922,8.571999549865723,15.727999687194824,17.67099952697754,NaN,NaN,NaN,NaN,NaN,NaN,12.562999725341797,28.11400032043457
76,-,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
77,C,6.0,6.0,56.20199966430664,92.25199890136719,NaN,NaN,NaN,NaN,8.934000015258789,9.982999801635742,15.913000106811523,11.503999710083008,49.11600112915039,62.215999603271484,8.416999816894531,21.558000564575195,128.0399932861328,157.14300537109375,10.427000045776367,18.892000198364258,18.863000869750977,7.824999809265137,NaN,NaN,NaN,NaN,NaN,NaN,31.0049991607666,37.369998931884766,17.093000411987305,19.645000457763672,32.01900100708008,30.54400062561035,NaN,NaN,NaN,NaN,NaN,NaN,41.54499816894531,20.801000595092773,12.109000205993652,14.704999923706055,12.418000221252441,12.869999885559082,NaN,NaN,NaN,NaN,NaN,NaN,14.345000267028809,4.468999862670898
78,C,7.0,1.0,59.69300079345703,73.23699951171875,NaN,NaN,NaN,NaN,14.131999969482422,6.11899995803833,10.973999977111816,17.29199981689453,60.939998626708984,26.80299949645996,11.114999771118164,39.88800048828125,95.4020004272461,105.88800048828125,14.494000434875488,8.293999671936035,16.378000259399414,28.405000686645508,NaN,NaN,1.2450000047683716,5.65500020980835,NaN,NaN,30.60300064086914,47.68000030517578,11.468000411987305,10.274999618530273,18.66200065612793,28.202999114990234,12.527999877929688,14.947999954223633,NaN,NaN,NaN,NaN,18.701000213623047,29.77899932861328,11.916000366210938,9.319000244140625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.983999252319336,17.84600067138672
79,C,6.0,2.0,33.83000183105469,41.30099868774414,NaN,NaN,NaN,NaN,16.23699951171875,11.013999938964844,19.27199935913086,7.843999862670898,51.7239990234375,48.176998138427734,4.519999980926514,25.606000900268555,145.1009979248047,107.8740005493164,11.906999588012695,15.152000427246094,51.09000015258789,38.33399963378906,NaN,NaN,5.784999847412109,10.930999755859375,NaN,NaN,26.06399917602539,36.96099853515625,15.175000190734863,15.428000450134277,36.875,30.090999603271484,4.291999816894531,19.801000595092773,NaN,NaN,NaN,NaN,34.349998474121094,35.816001892089844,13.38599967956543,10.26200008392334,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.901000022888184,30.447999954223633
80,C,7.0,2.0,46.67599868774414,58.50899887084961,0.4740000069141388,0.1469999998807907,NaN,NaN,15.03499984741211,12.909000396728516,15.232000350952148,14.317000389099121,41.57099914550781,42.06999969482422,2.2839999198913574,22.950000762939453,151.0050048828125,164.75399780273438,25.954999923706055,20.398000717163086,25.48900032043457,24.19099998474121,NaN,NaN,NaN,NaN,NaN,NaN,32.154998779296875,41.270999908447266,29.006000518798828,15.949999809265137,24.500999450683594,26.996999740600586,NaN,NaN,NaN,NaN,NaN,NaN,29.211999893188477,39.3489990234375,12.293999671936035,23.527999877929688,8.65999984741211,11.925000190734863,NaN,NaN,NaN,NaN,NaN,NaN,10.1899995803833,10.718000411987305
81,M,6.0,6.0,66.12799835205078,49.858001708984375,NaN,NaN,NaN,NaN,9.243000030517578,13.038000106811523,21.336999893188477,7.508999824523926,48.94200134277344,64.98999786376953,18.143999099731445,37.380001068115234,140.9709930419922,92.76699829101562,26.398000717163086,20.843000411987305,39.54399871826172,23.4950008392334,NaN,NaN,NaN,NaN,NaN,NaN,31.464000701904297,40.00400161743164,26.486000061035156,17.540000915527344,28.031999588012695,34.39400100708008,41.10499954223633,11.980999946594238,NaN,NaN,NaN,NaN,24.888999938964844,36.047000885009766,15.081999778747559,23.680999755859375,11.965999603271484,13.48799991607666,NaN,NaN,NaN,NaN,NaN,NaN,22.701000213623047,13.71500015258789
82,M,1.0,1.0,64.43599700927734,79.80500030517578,NaN,NaN,NaN,NaN,6.9770002365112305,17.44300079345703,12.967000007629395,7.533999919891357,42.17100143432617,52.64799880981445,0.010999999940395355,18.812000274658203,54.49100112915039,64.10800170898438,8.895999908447266,6.24399995803833,37.99800109863281,43.61600112915039,NaN,NaN,NaN,NaN,NaN,NaN,37.90599822998047,41.611000061035156,18.46500015258789,5.724999904632568,33.53200149536133,35.472999572753906,17.763999938964844,25.93400001525879,NaN,NaN,NaN,NaN,35.928001403808594,26.60099983215332,16.410999298095703,5.0980000495910645,18.17099952697754,25.926000595092773,NaN,NaN,NaN,NaN,NaN,NaN,11.53499984741211,3.697000026702881
